item_id,lost_or_found,item_name,description,color,brand,location,user,timestamp
21195,lost,Pencil Box,"Missing pencil box (white), last seen near campus.",white,Lenskart,Hostel Block B,Ananya,2025-11-06 17:34:15
21196,found,Pencil Box,Pencil Box (white) discovered near walkway.,white,Lenskart,Hostel Block B,Manoj,2025-10-25 17:34:15
21197,lost,Lunch Box,"My blue lunch box is gone, slightly damaged.",blue,Lenskart,Admin Block,Suma,2025-09-02 17:34:15
21198,found,Lunch Box,Found sum lunch box (blue) lol not sure whose.,blue,Lenskart,Admin Block,Harsha,2025-10-07 17:34:15
21199,lost,Water Bottle,"I lost my silver water bottle, has scratches near the edge.",silver,Puma,Study Hall,Rahul,2025-08-17 17:34:15
21200,found,Water Bottle,Found sum water bottle (silver) lol not sure whose.,silver,Puma,Study Hall,Harsha,2025-11-16 17:34:15
21201,lost,Pen,"Missing pen (silver), last seen near campus.",silver,None,Classroom A102,Megha,2025-10-05 17:34:15
21202,found,Pen,Found sum pen (silver) lol not sure whose.,silver,None,Classroom A102,Ananya,2025-09-12 17:34:15
21203,lost,Pen Drive,"Missing pen drive (red), last seen neaqr campus.",red,Lenovo,Admin Block,Vikas,2025-11-21 17:34:15
21204,found,Pen Drive,"fr red pen drive found, looks used but fine.",red,Lenovo,Admin Block,Vikas,2025-10-11 17:34:15
21205,lost,Pen Drive,L0st pen drive (red) bro pls help find.,red,Nike,Classroom A102,Shiva,2025-11-01 17:34:15
21206,found,Pen Drive,"Picked up red pen drive, belongs to someone.",red,Nike,Classroom A102,Deepak,2025-10-27 17:34:15
21207,lost,Mobile Case,L0st mobile case (blue) bro pls help find.,blue,Lenovo,Hostel Block A,Ravi,2025-11-28 17:34:15
21208,found,Mobile Case,Found a blue mobile case with minor qmarks.,blue,Lenovo,Hostel Block A,Amit,2025-10-19 17:34:15
21209,lost,Power Bank,"Can't find my power bank (pink),  has a sticker.",pink,Pearson,Cricket Ground,Suma,2025-11-09 17:34:15
21210,found,Bag,"Unclear item, hard to identify.",brown,Casio,Auditorium,Pooja,2025-10-04 17:34:15
21211,lost,Water Bottle,"Can't find my water bottle (yellow), has a sticker.",yellow,None,Corridor,Yash,2025-09-18 17:34:15
21212,found,Water Bottle,Found sum water bottle (yellow) lol not sure whose.,yellow,None,Corridor,Pooja,2025-10-14 17:34:15
21213,lost,ID Card,"Missing id card (green)q, last seen near campus.",green,Adidas,Gym,Shiva,2025-11-03 17:34:15
21214,found,ID Card,Found sum id card (green) lol not sure whose.,green,Adidas,Gym,Ananya,2025-09-24 17:34:15
21215,lost,Wallet,L0st wallet (blue) bro pls help find.,blue,MI,Academic Block,Ravi,2025-08-24 17:34:15
21216,found,Wallet,Found a blue wallet with minor marks.,blue,MI,Academic Block,Suma,2025-10-17 17:34:15
21217,lost,Bag,"Can't find my bag (black), has a sticker.",black,None,Classroom A102,Arjun,2025-11-07 17:34:15
21218,found,Bag,Bag (black) discovered near walkway.,black,None,Classroom A102,Rahul,2025-09-05 17:34:15
21219,lost,Notepad,"Missing notepad (pink)x, last seen near campus.",pink,Samsung,Gym,Kavya,2025-12-01 17:34:15
21220,found,Notepad,Found a pink notepad with minor marks.,pink,Samsung,Gym,Deepak,2025-09-13 17:34:15
21221,lost,Umbrella,"pls My brown umbrella is gone, slightly damaged.",brown,Lenovo,Study Hall,Kavya,2025-09-21 17:34:15
21222,found,Umbrella,"bhai Picked up brown umbrella, belongs to someone.",brown,Lenovo,Study Hall,Megha,2025-08-23 17:34:15
21223,lost,Power Bank,"I lost my black power bank, has scratches near the edge.",black,WildHorn,Cricket Ground,Pooja,2025-11-07 17:34:15
21224,found,Power Bank,Found sum power bank (black) lol not sure whose.,black,WildHorn,Cricket Ground,Arjun,2025-11-30 17:34:15
21225,lost,Lunch Box,"My red lunch box is gone, slightly damaged.",red,Milton,Hostel Block B,Megha,2025-09-23 17:34:15
21226,found,Lunch Box,"red lunch box found, looks used but fine.",red,Milton,Hostel Block B,Megha,2025-11-11 17:34:15
21227,lost,Marker,"I lost my green marker, has scratches near the edge.",green,Milton,Academic Block,Ravi,2025-11-06 17:34:15
21228,found,Marker,"bro Picked up green marker, belongs to someone.",green,Milton,Academic Block,Rahul,2025-11-09 17:34:15
21229,lost,Tumbler,"Missing tumbler (grey), last seen near campus.",grey,Fastrack,Canteen,Vikas,2025-11-09 17:34:15
21230,found,Tumbler,"Picked up grey tumbler, belongs to someone.",grey,Fastrack,Canteen,Ravi,2025-10-01 17:34:15
21231,lost,Tumbler,"dude My green tumbler is gone, slightly damaged.",green,Milton,Main Gate,Kiran,2025-08-23 17:34:15
21232,found,Tumbler,Found a green tumbler with minor marks.,green,Milton,Main Gate,Ananya,2025-10-21 17:34:15
21233,lost,ID Card,"I lost my grey id card, has scratches near the edge.",grey,Dell,Seminar Hall,Arjun,2025-08-31 17:34:15
21234,found,ID Card,dude ID Card (grey) discovered near walkway.,grey,Dell,Seminar Hall,Pooja,2025-08-10 17:34:15
21235,lost,Notepad,"Missing notepad (purple), last seen near campus.",purple,Samsung,Hostel Block A,Kavya,2025-11-23 17:34:15
21236,found,Cap,Description mismatch idk what this is.,blue,Pearson,Study Hall,Rahul,2025-09-07 17:34:15
21237,lost,Marker,"My green marker i s gone, slightly damaged.",green,Dell,Garden,Nikhil,2025-10-11 17:34:15
21238,found,Marker,Marker (green) discovered near walkway.,green,Dell,Garden,Deepak,2025-11-04 17:34:15
21239,lost,ID Card,"Can't find my id card (red), has a sticker.",red,Boat,Classroom A102,Suma,2025-09-21 17:34:15
21240,found,Laptop Bag,idk Found something totally unrelated.,yellow,Nike,Classroom A102,Rohit,2025-10-17 17:34:15
21241,lost,Glasses,"I lost my brown glasses,z has scratches near the edge.",brown,Milton,Hostel Block A,Megha,2025-11-10 17:34:15
21242,found,Glasses,Found sum glasses (brown) lol not sure whose.,brown,Milton,Hostel Block A,Harsha,2025-10-22 17:34:15
21243,lost,Notebook,"Can't find my notebook (grey), has a sticker.",grey,HP,Garden,Ananya,2025-10-16 17:34:15
21244,found,Notebook,Found sum notebook (grey) lol not sure whose.,grey,HP,Garden,Ananya,2025-11-24 17:34:15
21245,lost,Flask,"fr Dropped my purple flask somewhere, idk where.",purple,Reebok,Hostel Block B,Yash,2025-11-20 17:34:15
21246,found,Flask,Found a purple flask with minor marks.,purple,Reebok,Hostel Block B,Arjun,2025-09-15 17:34:15
21247,lost,Mobile Case,"My blue mobile case is gone, slightly damaged.",blue,Lenovo,Classroom A102,Pooja,2025-11-03 17:34:15
21248,found,Mobile Case,Found a blue mobile case with minor mark s.,blue,Lenovo,Classroom A102,Arjun,2025-09-17 17:34:15
21249,lost,Pen,"My purple pen is gone, slightly damaged.",purple,Adidas,Bus Stop,Pooja,2025-09-27 17:34:15
21250,found,Laptop Bag,Item looks damaged and unrecognizable.,red,Puma,Canteen,Shiva,2025-08-21 17:34:15
21251,lost,Notepad,"My silver notepad is gone, slightly damaged.",silver,Milton,Hostel Block A,Megha,2025-08-05 17:34:15
21252,found,Notepad,Found a silver notepad w...ith minor marks.,silver,Milton,Hostel Block A,Amit,2025-09-08 17:34:15
21253,lost,Marker,"My grey marker is gone, slightly damaged.",grey,WildHorn,Hostel Block A,Vikas,2025-08-11 17:34:15
21254,found,Marker,Marker (grey) discovered near walkway.,grey,WildHorn,Hostel Block A,Shiva,2025-10-16 17:34:15
21255,lost,Notepad,"Missing notepad (silver), last seen near campus.",silver,Lenovo,Classroom A102,Rahul,2025-09-08 17:34:15
21256,found,Notepad,Notepad (silver) discovered near walkway.,silver,Lenovo,Classroom A102,Arjun,2025-11-02 17:34:15
21257,lost,Shoe,L0st shoe (white) bro pls help find.,white,Casio,Hostel Block A,Ananya,2025-08-07 17:34:15
21258,found,Shoe,"Picked up white shoe, belongs to someone.",white,Casio,Hostel Block A,Deepak,2025-08-16 17:34:15
21259,lost,Ruler,"Can't find my ruler (grey), has a sticker.",grey,Lenovo,Classroom A102,Rohit,2025-11-29 17:34:15
21260,found,Ruler,Object does not match any typical campus items.,purple,Pearson,Academic Block,Manoj,2025-08-15 17:34:15
21261,lost,Water Bottle,"Dropped my purple water bottle somewhere, idk where.",purple,Samsung,Canteen,Harsha,2025-08-15 17:34:15
21262,found,Water Bottle,Found sum water bottle (purple) lol not sure whose.,purple,Samsung,Canteen,Rahul,2025-10-23 17:34:15
21263,lost,Clipboard,"My red clipboard is gone, slightly damaged.",red,Boat,Hostel Block A,Arjun,2025-08-10 17:34:15
21264,found,USB Cable,idk Found something totally unrelated.,red,WildHorn,Seminar Hall,Shiva,2025-09-12 17:34:15
21265,lost,USB Cable,"Can't find my usb cable (pink), has a sticker.",pink,Casio,Classroom A102,Kiran,2025-10-11 17:34:15
21266,found,USB Cable,btw USB Cable (pink) discovered near walkway.,pink,Casio,Classroom A102,Suma,2025-11-26 17:34:15
21267,lost,Textbook,"I lost my black textbook, has scratches near the edge.",black,Fastrack,Gym,Amit,2025-11-02 17:34:15
21268,found,Textbook,Textbook (black) discovered near walkway.,black,Fastrack,Gym,Kavya,2025-08-04 17:34:15
21269,lost,Shoe,"I lost my yellow shoe, has scratches near the edge.",yellow,Fastrack,Hostel Block A,Nikhil,2025-09-19 17:34:15
21270,found,Calculator,Item looks damaged and unrecognizable.,blue,Samsung,Academic Block,Yash,2025-08-11 17:34:15
21271,lost,Mobile Case,"Can't find my mobile case (silver), has a sticker.",silver,Lenovo,Auditorium,Rohit,2025-08-30 17:34:15
21272,found,Mobile Case,"silver mobile case found, looks used but fine.",silver,Lenovo,Auditorium,Amit,2025-08-14 17:34:15
21273,lost,Folder,"Missing folder (brown), last seen near campus.",brown,Lenskart,Parking Area,Pooja,2025-10-31 17:34:15
21274,found,Folder,idk Folder (brown) discovered near walkway.,brown,Lenskart,Parking Area,Rahul,2025-10-24 17:34:15
21275,lost,Notebook,"Dropped my black note!!book somewhere, idk where.",black,Boat,Academic Block,Vikas,2025-10-31 17:34:15
21276,found,Lunch Box,Description mismatch idk what this is.,silver,Lenovo,Library,Sneha,2025-11-17 17:34:15
21277,lost,Shoe,"ngl I lost my pink shoe, has scratches near the edge.",pink,MI,Sports Complex,Suma,2025-09-27 17:34:15
21278,found,Shoe,Shoe (pink) discovered near walkway.,pink,MI,Sports Complex,Suma,2025-11-30 17:34:15
21279,lost,Flask,"Dropped my green flask somewhere, idk where.",green,WildHorn,Auditorium,Arjun,2025-10-01 17:34:15
21280,found,Flask,Found sum xflask (green) lol not sure whose.,green,WildHorn,Auditorium,Megha,2025-09-14 17:34:15
21281,lost,Keychain,L0st keychain (yellow) bro pls help find.,yellow,Lenskart,Academic Block,Kiran,2025-11-16 17:34:15
21282,found,Keychain,"yellow keychain found, looks used but fine.",yellow,Lenskart,Academic Block,Siri,2025-10-20 17:34:15
21283,lost,Umbrella,L0sxt umbrella (red) bro pls help find.,red,Boat,Academic Block,Siri,2025-10-18 17:34:15
21284,found,Umbrella,"Picked up red umbrella, belongs to someone.",red,Boat,Academic Block,Rahul,2025-11-09 17:34:15
21285,lost,Sketchbook,"My purple sketchbook is gone, slightly damaged.",purple,Reebok,Sports Complex,Suma,2025-11-14 17:34:15
21286,found,ID Card,Object does not match any typical campus items.,red,Pearson,Sports Ground,Shiva,2025-09-07 17:34:15
21287,lost,Keychain,"My red keychain is gone, slightly damaged.",red,None,Study Hall,Harsha,2025-08-14 17:34:15
21288,found,Keychain,"red keychain found, looks used but fine.",red,None,Study Hall,Rahul,2025-12-01 17:34:15
21289,lost,Folder,"My yellow folder is gone, slightly damaged.",yellow,Reebok,Study Hall,Rahul,2025-11-18 17:34:15
21290,found,Folder,Found a yellow folder with minor marks.,yellow,Reebok,Study Hall,Arjun,2025-09-09 17:34:15
21291,lost,Tumbler,"I lost my blue tumbler, has scratches near the edge.",blue,MI,Parking Area,Ananya,2025-11-20 17:34:15
21292,found,Tumbler,"Picked up blue tumbler, belongs to someone.",blue,MI,Parking Area,Amit,2025-10-01 17:34:15
21293,lost,Marker,"Dropped my grey marker somewhere, idk where.",grey,MI,Main Gate,Rohit,2025-09-23 17:34:15
21294,found,Marker,Found a grey marker with minor marks.,grey,MI,Main Gate,Manoj,2025-11-25 17:34:15
21295,lost,Shoe,"I lost my blue shoe, has scratches near the edge.",blue,Nike,Classroom A102,Amit,2025-08-05 17:34:15
21296,found,Shoe,"Picked up blue shoe, belongs to someone.",blue,Nike,Classroom A102,Deepak,2025-09-20 17:34:15
21297,lost,Glasses,"My brown glasses is gone, s...lightly damaged.",brown,Cello,Auditorium,Manoj,2025-08-04 17:34:15
21298,found,Lunch Box,Object does not match any typical campus items.,pink,Dell,Cricket Ground,Vikas,2025-10-25 17:34:15
21299,lost,USB Cable,L0st usb cable (p ink) bro pls help find.,pink,Milton,Sports Ground,Nikhil,2025-09-20 17:34:15
21300,found,USB Cable,"pink usb cable found, looks used but fine.",pink,Milton,Sports Ground,Ananya,2025-08-27 17:34:15
21301,lost,Textbook,"Dropped my grey textbook somewhere, idk where.",grey,Pearson,Admin Block,Rahul,2025-08-22 17:34:15
21302,found,Textbook,Textbook (grey) discovered near walkway.,grey,Pearson,Admin Block,Kavya,2025-08-12 17:34:15
21303,lost,Calculator,"Dropped my blue calculator somewhere, idk where.",blue,Nike,Bus Stop,Amit,2025-11-16 17:34:15
21304,found,Calculator,Found sum calculator (blue) lol not sure whose.,blue,Nike,Bus Stop,Shiva,2025-10-23 17:34:15
21305,lost,Watch,"Missing watch (green), last seen near campus.",green,Nike,Sports Ground,Vikas,2025-08-09 17:34:15
21306,found,Watch,"Picked up green watch, belongs to someone.",green,Nike,Sports Ground,Megha,2025-09-25 17:34:15
21307,lost,ID Card,"Dropped my brown id card somewhere, idk where.",brown,Boat,Corridor,Suma,2025-09-10 17:34:15
21308,found,ID Card,fr Found a brown id card with minor marks.,brown,Boat,Corridor,Ravi,2025-11-25 17:34:15
21309,lost,Power Bank,"Can't find my power bank (blue), has a sticker.",blue,Adidas,Bus Stop,Vikas,2025-09-14 17:34:15
21310,found,Power Bank,Power Bank (blue) discovered near walkway.,blue,Adidas,Bus Stop,Harsha,2025-10-26 17:34:15
21311,lost,Calculator,L0st calculator (pink) bro pls help find.,pink,Casio,Corridor,Shiva,2025-09-12 17:34:15
21312,found,Calculator,"Picked up pink calculator, belongs to someone.",pink,Casio,Corridor,Sneha,2025-08-22 17:34:15
21313,lost,Clipboard,"I lost my black clipboard, has scratches near the edgex.",black,Reebok,Seminar Hall,Ananya,2025-08-15 17:34:15
21314,found,Clipboard,"Picked up black clipboard, belongs to someone.",black,Reebok,Seminar Hall,Amit,2025-11-01 17:34:15
21315,lost,Lunch Box,"Dropped my yellow lunch box somewhere, idk where.",yellow,Samsung,Hostel Block B,Amit,2025-11-21 17:34:15
21316,found,Lunch Box,"yellzow lunch box found, looks used but fine.",yellow,Samsung,Hostel Block B,Ravi,2025-10-29 17:34:15
21317,lost,Tumbler,"btw Dropped my blue tumbler somewhere, idk where.",blue,Milton,Canteen,Kiran,2025-11-23 17:34:15
21318,found,Tumbler,Found sum tumbler (blue) lol not sure whose.,blue,Milton,Canteen,Ananya,2025-11-10 17:34:15
21319,lost,Earphones,"My black earphones is gone, slightly damaged.",black,Fastrack,Admin Block,Amit,2025-11-16 17:34:15
21320,found,Earphones,Found a black earphones with minor marks.,black,Fastrack,Admin Block,Siri,2025-11-26 17:34:15
21321,lost,Wallet,"Dropped my brown wallet somewhere, idk where.",brown,Samsung,Cricket Ground,Pooja,2025-08-25 17:34:15
21322,found,Wallet,Wallet (brown) discovered near !!walkway.,brown,Samsung,Cricket Ground,Manoj,2025-08-15 17:34:15
21323,lost,Marker,"Missing marker (pink), last seqen near campus.",pink,Cello,Corridor,Harsha,2025-11-16 17:34:15
21324,found,Marker,"pink marker found, looks used but fine.",pink,Cello,Corridor,Arjun,2025-09-22 17:34:15
21325,lost,Shoe,L0st shoe (black) bro pls help zfind.,black,None,Gym,Shiva,2025-09-21 17:34:15
21326,found,Ruler,pls Found something totally unrelated.,silver,Nike,Study Hall,Vikas,2025-10-28 17:34:15
21327,lost,Sketchbook,"Missing sketchbook (pink), last seen near campus.",pink,Adidas,Library,Rahul,2025-10-11 17:34:15
21328,found,Sketchbook,Found sum sketchbook (pink) lol not sure whose.,pink,Adidas,Library,Kiran,2025-10-03 17:34:15
21329,lost,Glasses,"Can't find my glasses (silver), has a sticker.",silver,Dell,Garden,Rahul,2025-08-05 17:34:15
21330,found,Glasses,bhai Glass...es (silver) discovered near walkway.,silver,Dell,Garden,Vikas,2025-08-03 17:34:15
21331,lost,Calculator,"I lost my pink calculator, has scratches near the edge.",pink,Cello,Cricket Ground,Yash,2025-10-23 17:34:15
21332,found,Calculator,"Picked up pink calculator, belongs to someone.",pink,Cello,Cricket Ground,Harsha,2025-10-06 17:34:15
21333,lost,Clipboard,"Dropped my yellow clipboard somewhere, idk where.",yellow,MI,Library,Ravi,2025-11-03 17:34:15
21334,found,Clipboard,"yellow clipboard found, looks used but fine.",yellow,MI,Library,Deepak,2025-09-02 17:34:15
21335,lost,Marker,"My p ink marker is gone, slightly damaged.",pink,None,Gym,Harsha,2025-11-16 17:34:15
21336,found,Marker,Foun!!d sum marker (pink) lol not sure whose.,pink,None,Gym,Shiva,2025-10-22 17:34:15
21337,lost,Pen Drive,"Can't find my pen drive (pink), has a sticker.",pink,Puma,Study Hall,Arjun,2025-08-13 17:34:15
21338,found,Pen Drive,Pen Dr!!ive (pink) discovered near walkway.,pink,Puma,Study Hall,Rohit,2025-09-09 17:34:15
21339,lost,Marker,"ngl Dropped my red marker somewhere, idk where.",red,Lenovo,Admin Block,Kiran,2025-09-17 17:34:15
21340,found,Marker,"Picked up red marker, belongs to someone.",red,Lenovo,Admin Block,Rahul,2025-09-18 17:34:15
21341,lost,ID Card,"My white id card is gone, slightly damaged.",white,Cello,Sports Ground,Pooja,2025-09-09 17:34:15
21342,found,ID Card,"Picked up white id card, belongs to someone.",white,Cello,Sports Ground,Arjun,2025-09-23 17:34:15
21343,lost,Wallet,"Can't find my wallet (blue), has a sticker.",blue,HP,Bus Stop,Ananya,2025-09-26 17:34:15
21344,found,Wallet,"Picked up blue wallet, belongs to someone.",blue,HP,Bus Stop,Ananya,2025-08-21 17:34:15
21345,lost,Pencil Box,"I lost my blue pencil box, has scratches near the edge.",blue,Cello,Bus Stop,Rahul,2025-10-19 17:34:15
21346,found,Pencil Box,Found a blue pencil box with minor marks.,blue,Cello,Bus Stop,Siri,2025-08-14 17:34:15
21347,lost,Power Bank,L0st power bank (black) bro pls help find.,black,HP,Sports Complex,Amit,2025-09-20 17:34:15
21348,found,Power Bank,"pls Picked up black power bank, belo ngs to someone.",black,HP,Sports Complex,Harsha,2025-10-30 17:34:15
21349,lost,USB Cable,"Missing usb cable (yellow), last seen near campus.",yellow,MI,Admin Block,Yash,2025-10-09 17:34:15
21350,found,Notebook,"Unclear item, hard to identify.",black,Casio,Corridor,Deepak,2025-09-04 17:34:15
21351,lost,Power Bank,"I lost my grey power bank, has scratches near the edge.",grey,Dell,Canteen,Nikhil,2025-08-13 17:34:15
21352,found,Power Bank,Found sum power bank (grey) lol not sure whose.,grey,Dell,Canteen,Deepak,2025-11-09 17:34:15
21353,lost,Pen Drive,"Dropped my purple pen drive somewhere, idk where.",purple,Pearson,Gym,Deepak,2025-08-18 17:34:15
21354,found,Pen Drive,Pen Drive (purple) discovered near walkway.,purple,Pearson,Gym,Ananya,2025-09-15 17:34:15
21355,lost,Pencil Box,L0st pencil b ox (red) bro pls help find.,red,Pearson,Seminar Hall,Suma,2025-08-23 17:34:15
21356,found,Pencil Box,"Picked up red pencil box, belongs to someone.",red,Pearson,Seminar Hall,Megha,2025-09-26 17:34:15
21357,lost,Wallet,L0st wallet (red) bro pls help find.,red,Fastrack,Sports Complex,Kavya,2025-11-28 17:34:15
21358,found,Wallet,Found sum wallet (red) lol not sure whose.,red,Fastrack,Sports Complex,Ananya,2025-11-25 17:34:15
21359,lost,Clipboard,"My grey clipboard is gone, slightly damaged.",grey,Boat,Study Hall,Manoj,2025-09-08 17:34:15
21360,found,Clipboard,Found sum clipboard (grey) lol not sure whose.,grey,Boat,Study Hall,Ananya,2025-08-22 17:34:15
21361,lost,Laptop Bag,"bhai Missing laptop bag (red), last seen near campus.",red,Milton,Study Hall,Manoj,2025-08-17 17:34:15
21362,found,Laptop Bag,Found sum laptop bag (red) lol not sure whose.,red,Milton,Study Hall,Yash,2025-09-04 17:34:15
21363,lost,Flask,"My black flask is gone, slightly damaged.",black,Dell,Main Gate,Shiva,2025-10-18 17:34:15
21364,found,Marker,dude Item looks damaged and unrecognizable.,black,Nike,Classroom A102,Shiva,2025-08-30 17:34:15
21365,lost,Mobile Case,"I lost my grey mobile case, has scratches near the edge.",grey,None,Corridor,Ravi,2025-08-31 17:34:15
21366,found,Mobile Case,Found sum mobile case (grey) lol not sure whose.,grey,None,Corridor,Rohit,2025-08-03 17:34:15
21367,lost,Calculator,"My blue calculator is gone, slightly damaged.",blue,Fastrack,Sports Ground,Siri,2025-10-07 17:34:15
21368,found,Calculator,Found a blue calculator with minor marks.,blue,Fastrack,Sports Ground,Shiva,2025-10-15 17:34:15
21369,lost,Pencil Box,"Can't find my pencil box (brown), has a sticker.",brown,Lenovo,Bus Stop,Amit,2025-11-20 17:34:15
21370,found,Watch,Found something totally unrelated.,silver,Fastrack,Parking Area,Ravi,2025-09-16 17:34:15
21371,lost,Calculator,"I lost my grey calculator, has scratches near the edge.",grey,Fastrack,Auditorium,Arjun,2025-11-01 17:34:15
21372,found,Calculator,Found sum calcul ator (grey) lol not sure whose.,grey,Fastrack,Auditorium,Rohit,2025-09-13 17:34:15
21373,lost,Pen,"My silver pen is gone, slightly damaged.",silver,Boat,Classroom A102,Yash,2025-08-07 17:34:15
21374,found,Pen,Found xa silver pen with minor marks.,silver,Boat,Classroom A102,Kavya,2025-11-29 17:34:15
21375,lost,Clipboard,L0st clipboard (black) bro pls help find.,black,Lenskart,Corridor,Nikhil,2025-11-15 17:34:15
21376,found,Mobile Case,"dude Unclear item, hard to identify.",blue,Lenskart,Gym,Ananya,2025-08-23 17:34:15
21377,lost,Folder,L0st folder (xblack) bro pls help find.,black,Boat,Main Gate,Rahul,2025-09-06 17:34:15
21378,found,Folder,Found sum folder (black) lol not sxure whose.,black,Boat,Main Gate,Yash,2025-10-21 17:34:15
21379,lost,Keychain,"Can't find my keychain (green), has a sticker.",green,Adidas,Parking Area,Shiva,2025-11-29 17:34:15
21380,found,Keychain,"pls green keychain found, looks used but fine.",green,Adidas,Parking Area,Ravi,2025-10-03 17:34:15
21381,lost,Water Bottle,"Dropped my white water bottle somewhere, idk where.",white,Pearson,Corridor,Kavya,2025-10-13 17:34:15
21382,found,Water Bottle,"white water bottle found, looks used but fine.",white,Pearson,Corridor,Ananya,2025-09-21 17:34:15
21383,lost,Calculator,bro L0st calculator (pink) bro pls help find.,pink,Fastrack,Garden,Yash,2025-11-20 17:34:15
21384,found,Ruler,Found something totally unrelated.,black,MI,Main Gate,Kavya,2025-10-19 17:34:15
21385,lost,ID Card,L0st id card q(silver) bro pls help find.,silver,MI,Sports Ground,Ananya,2025-10-26 17:34:15
21386,found,ID Card,ID Card (silver) discovered near walkway.,silver,MI,Sports Ground,Siri,2025-10-28 17:34:15
21387,lost,Power Bank,"bhai My yellow power bank is gone, slightly damaged.",yellow,MI,Garden,Nikhil,2025-11-08 17:34:15
21388,found,Laptop Bag,Object does not match any typical campus items.,black,Pearson,Sports Complex,Arjun,2025-11-26 17:34:15
21389,lost,Lunch Box,"Dropped my green lunch box somewhere, idk where.",green,Pearson,Corridor,Pooja,2025-11-18 17:34:15
21390,found,Lunch Box,Found sum lunch box (green) lol not sure whose.,green,Pearson,Corridor,Megha,2025-11-12 17:34:15
21391,lost,Keychain,L0st keychain (gr een) bro pls help find.,green,WildHorn,Canteen,Ananya,2025-10-13 17:34:15
21392,found,Keychain,"Picked up green keychain, belongs to someone.",green,WildHorn,Canteen,Siri,2025-10-04 17:34:15
21393,lost,ID Card,"Missing id card (blue), last seen near campus.",blue,MI,Classroom A102,Arjun,2025-09-05 17:34:15
21394,found,ID Card,Found sum id card (blue) lol not sure whose.,blue,MI,Classroom A102,Yash,2025-12-01 17:34:15
21395,lost,Glasses,"Dropped my pink glasses somewhere, idk where.",pink,None,Gym,Suma,2025-10-05 17:34:15
21396,found,Wallet,Found something totally unrelated.,brown,MI,Bus Stop,Shiva,2025-11-03 17:34:15
21397,lost,USB Cable,"Missing usb cable (silver), last seen near campus.",silver,Lenovo,Corridor,Sneha,2025-09-02 17:34:15
21398,found,USB Cable,"silver usb cable found, looks used but fine.",silver,Lenovo,Corridor,Kavya,2025-08-28 17:34:15
21399,lost,Marker,"I lost my silver marker, has scratches near t!!he edge.",silver,Adidas,Hostel Block B,Yash,2025-11-04 17:34:15
21400,found,Marker,Found sum marker (silver) lol not sure whose.,silver,Adidas,Hostel Block B,Ravi,2025-10-17 17:34:15
21401,lost,Water Bottle,"My purple water bottle is gone, slightly damaged.",purple,MI,Garden,Pooja,2025-10-10 17:34:15
21402,found,Ruler,Found something totally unrelated.,purple,Puma,Cricket Ground,Arjun,2025-09-24 17:34:15
21403,lost,Pen Drive,"Dropped my red pen drive somewhere, idk where.",red,MI,Bus Stop,Pooja,2025-09-21 17:34:15
21404,found,Pen Drive,"red pen drive found, looks use...d but fine.",red,MI,Bus Stop,Megha,2025-11-02 17:34:15
21405,lost,Shoe,L0st shoe (purple) bro pls help find.,purple,Pearson,Study Hall,Rahul,2025-10-01 17:34:15
21406,found,Charger,Found something totally unrelated.,white,Boat,Sports Complex,Deepak,2025-08-31 17:34:15
21407,lost,Umbrella,"I lost my green umbrella, has scratches near the edge.",green,Casio,Academic Block,Megha,2025-09-23 17:34:15
21408,found,Umbrella,Umbrella (green) discovered near walkway.,green,Casio,Academic Block,Siri,2025-09-20 17:34:15
21409,lost,Pen,L0st pen (red) bro pls help find.,red,Boat,Academic Block,Kavya,2025-11-17 17:34:15
21410,found,Pen,Pen (red) discovered near!! walkway.,red,Boat,Academic Block,Rohit,2025-08-15 17:34:15
21411,lost,Keychain,"Dropped my yellow keychain somewhere, idk where.",yellow,Milton,Library,Manoj,2025-09-12 17:34:15
21412,found,Keychain,Found sum keychain (yellow) lol not sure whose.,yellow,Milton,Library,Nikhil,2025-08-27 17:34:15
21413,lost,Laptop Bag,"fr My silver laptop bag is gone, slightly damaged.",silver,Reebok,Canteen,Amit,2025-10-03 17:34:15
21414,found,Laptop Bag,"Picked up silver laptop bag, belongs to someone.",silver,Reebok,Canteen,Manoj,2025-11-18 17:34:15
21415,lost,Pen Drive,"bhai I lost my yellow pen drive, has scratches near the edge.",yellow,Pearson,Seminar Hall,Ananya,2025-09-22 17:34:15
21416,found,Pen Drive,Found sum pen drive (yellow) lol not sure whose.,yellow,Pearson,Seminar Hall,Arjun,2025-08-19 17:34:15
21417,lost,ID Card,"Missing id card (brown), la...st seen near campus.",brown,Milton,Hostel Block B,Suma,2025-09-03 17:34:15
21418,found,ID Card,Found a brown id card with minor marks.,brown,Milton,Hostel Block B,Siri,2025-10-24 17:34:15
21419,lost,Pen Drive,"Dropped my grey pen drive somewhere, idk where.",grey,Milton,Garden,Amit,2025-10-02 17:34:15
21420,found,Pen Drive,Found sum pen drive (grey) lol not sure whose.,grey,Milton,Garden,Sneha,2025-11-06 17:34:15
21421,lost,Ruler,"My grey ruler is gone, slightly damaged.",grey,Reebok,Admin Block,Rohit,2025-08-10 17:34:15
21422,found,Marker,"Unclear item, hard to identify.",grey,MI,Academic Block,Amit,2025-11-18 17:34:15
21423,lost,Power Bank,"Dropped my silver power bank somewhere, idk where.",silver,Casio,Academic Block,Arjun,2025-10-26 17:34:15
